sentence,label
word_194 word_205 word_283 word_175 word_128 word_46 word_149 word_207 word_128 word_1 word_211 word_2 word_127,1
word_222 word_153 word_58 word_239 word_228 word_91 word_296,1
word_87 word_293 word_74 word_144 word_188 word_81 word_192 word_45 word_215,0
word_25 word_30 word_269 word_214 word_142 word_294 word_35 word_239 word_242 word_290 word_212 word_286 word_175,0
word_108 word_7 word_280 word_243 word_67 word_71 word_280 word_216 word_14 word_268 word_62 word_164 word_73,0
word_76 word_169 word_58 word_252 word_238,0
word_149 word_235 word_18 word_277 word_285 word_7 word_36 word_113 word_287 word_6,1
word_15 word_167 word_188 word_125 word_135 word_118 word_73 word_70 word_243 word_274 word_229 word_295 word_192 word_79,0
word_13 word_129 word_136 word_225 word_76 word_129 word_39 word_260 word_208 word_269,0
word_46 word_237 word_232 word_211 word_155 word_298 word_167 word_178 word_57 word_46 word_225,0
word_43 word_33 word_263 word_223 word_2 word_262 word_216 word_140 word_210 word_148 word_33 word_19 word_20,1
word_28 word_154 word_75 word_172 word_214 word_78 word_157 word_119 word_263 word_207 word_10,1
word_46 word_276 word_165 word_114 word_25 word_228 word_54 word_121 word_232 word_189 word_150,0
word_261 word_151 word_241 word_278 word_60 word_82 word_80,1
word_17 word_227 word_129 word_127 word_262,0
word_287 word_215 word_162 word_29 word_199 word_71 word_76 word_74 word_32 word_204,0
word_96 word_149 word_146 word_277 word_105 word_272,1
word_235 word_23 word_114 word_30 word_101 word_21 word_36 word_260 word_69 word_32 word_20 word_214 word_82 word_251,1
word_149 word_2 word_148 word_70 word_68 word_15 word_7 word_146 word_255,1
word_156 word_147 word_207 word_207 word_231 word_78 word_206 word_280 word_287 word_129 word_54 word_27,1
word_6 word_267 word_251 word_185 word_52,1
word_122 word_82 word_202 word_275 word_10,0
word_56 word_182 word_233 word_148 word_141 word_278 word_174 word_20 word_267,0
word_150 word_132 word_9 word_8 word_150 word_213 word_264 word_55,1
word_248 word_226 word_153 word_171 word_293 word_64 word_244 word_277 word_55 word_89 word_266 word_55 word_127 word_225,1
word_291 word_291 word_31 word_284 word_107 word_166 word_69,1
word_83 word_43 word_110 word_49 word_99 word_66,1
word_148 word_1 word_163 word_93 word_1 word_131 word_100 word_113 word_59 word_142 word_216 word_156 word_134 word_178 word_53,0
word_291 word_49 word_143 word_22 word_146 word_122 word_139 word_249 word_92 word_232 word_65 word_177 word_138 word_171 word_107,0
word_125 word_114 word_223 word_157 word_195 word_282,1
word_250 word_68 word_280 word_128 word_1 word_238,1
word_21 word_241 word_109 word_248 word_261 word_166 word_194 word_160 word_93 word_124 word_12,1
word_273 word_257 word_94 word_263 word_297 word_298 word_11 word_252 word_298 word_71,1
word_89 word_125 word_192 word_48 word_214 word_238 word_282,0
word_5 word_0 word_188 word_18 word_39 word_127 word_48 word_264 word_295 word_218 word_128 word_23 word_127 word_18,0
word_88 word_195 word_240 word_191 word_13 word_285 word_43 word_194 word_268 word_29 word_109 word_55 word_207,1
word_254 word_64 word_237 word_44 word_50 word_175 word_197 word_133 word_280,0
word_269 word_143 word_94 word_50 word_46 word_170 word_109 word_213 word_184 word_199 word_78 word_250 word_48 word_44,1
word_92 word_18 word_83 word_32 word_43 word_31 word_179 word_290 word_12,1
word_181 word_23 word_296 word_249 word_258 word_106 word_76 word_118 word_129 word_123 word_273 word_288,1
word_263 word_104 word_287 word_269 word_23 word_49,0
word_273 word_86 word_121 word_274 word_112 word_227 word_38,1
word_13 word_99 word_38 word_227 word_270 word_205 word_288,1
word_266 word_101 word_295 word_280 word_93 word_291 word_151,0
word_276 word_203 word_87 word_188 word_138 word_110 word_177 word_119 word_97 word_128 word_102 word_187 word_127 word_73,1
word_123 word_160 word_221 word_44 word_11 word_185 word_192 word_78 word_197 word_46 word_223 word_274 word_206 word_123 word_72,1
word_177 word_121 word_246 word_42 word_161 word_155,0
word_269 word_177 word_119 word_251 word_106 word_108 word_188 word_115 word_160 word_53 word_47,0
word_169 word_133 word_246 word_131 word_175 word_51 word_33 word_222 word_196 word_66 word_261 word_121 word_171 word_192 word_277,0
word_145 word_188 word_224 word_231 word_233 word_94 word_141 word_265 word_217 word_2 word_120 word_163,0
word_223 word_203 word_39 word_4 word_299 word_127 word_132 word_243 word_161 word_200 word_278,0
word_226 word_150 word_147 word_82 word_34 word_20 word_78,1
word_49 word_82 word_20 word_76 word_73,1
word_189 word_93 word_164 word_157 word_48,1
word_137 word_4 word_177 word_0 word_111 word_86 word_169 word_279 word_136 word_5,1
word_43 word_79 word_277 word_126 word_83 word_82 word_159 word_256 word_270 word_131 word_189 word_213 word_181,1
word_113 word_187 word_192 word_180 word_70 word_296 word_219 word_169 word_176 word_226 word_254,0
word_207 word_256 word_83 word_50 word_218 word_220 word_77 word_27 word_23 word_42 word_293,1
word_155 word_103 word_84 word_217 word_101 word_231 word_211 word_2 word_293,1
word_110 word_120 word_190 word_275 word_261 word_226 word_12 word_50 word_94 word_55 word_214 word_282 word_158 word_284,1
word_283 word_127 word_259 word_88 word_119 word_160 word_131 word_7 word_52,1
word_126 word_153 word_176 word_184 word_241 word_200 word_254 word_34 word_50 word_147 word_219 word_73 word_260 word_45,0
word_193 word_123 word_91 word_73 word_148 word_6 word_277 word_105 word_242,0
word_166 word_218 word_226 word_266 word_40,0
word_38 word_223 word_241 word_34 word_38 word_225 word_294,1
word_296 word_259 word_271 word_194 word_178 word_148,0
word_178 word_110 word_84 word_62 word_98 word_174 word_153 word_46 word_281 word_107 word_152 word_176,0
word_84 word_10 word_229 word_121 word_112 word_86 word_149 word_229 word_115 word_244 word_231 word_166,1
word_184 word_249 word_54 word_252 word_111 word_146 word_119 word_195 word_156 word_294 word_170 word_227 word_204 word_125 word_122,1
word_281 word_48 word_14 word_238 word_146 word_77,0
word_179 word_246 word_263 word_186 word_158 word_252 word_211,1
word_215 word_19 word_94 word_136 word_42 word_176 word_169 word_224 word_50,1
word_148 word_259 word_101 word_42 word_272 word_297 word_224 word_117 word_17 word_153,1
word_279 word_263 word_88 word_106 word_20 word_15,0
word_64 word_234 word_296 word_279 word_127 word_226 word_220 word_298 word_70 word_96,0
word_172 word_197 word_175 word_291 word_61 word_256 word_21 word_121 word_160,1
word_260 word_169 word_286 word_277 word_28 word_73 word_77 word_251,0
word_180 word_7 word_176 word_201 word_206 word_63 word_94 word_214 word_19 word_56 word_255 word_248 word_149 word_94 word_20,1
word_193 word_134 word_12 word_255 word_75 word_17 word_20 word_127 word_93 word_81 word_219 word_154,0
word_49 word_126 word_240 word_182 word_158 word_42 word_53 word_209 word_270 word_249 word_172 word_88 word_203,0
word_9 word_296 word_36 word_35 word_29 word_58 word_213 word_92 word_149 word_141 word_181,0
word_22 word_194 word_130 word_95 word_219 word_98 word_71 word_175 word_100 word_218 word_32 word_76,0
word_135 word_140 word_36 word_22 word_250 word_81 word_149 word_121 word_252 word_208 word_58,0
word_57 word_119 word_199 word_195 word_209 word_65,1
word_168 word_295 word_205 word_249 word_171,1
word_60 word_224 word_113 word_11 word_4 word_252 word_211 word_80 word_194 word_196 word_224 word_124,0
word_223 word_0 word_94 word_265 word_264,1
word_100 word_16 word_31 word_6 word_125 word_145 word_159,1
word_141 word_64 word_83 word_117 word_126 word_291 word_260 word_127,0
word_297 word_225 word_227 word_269 word_52 word_91 word_61,0
word_235 word_190 word_31 word_95 word_178 word_159 word_267 word_69 word_229 word_233 word_94 word_167 word_49,0
word_202 word_76 word_226 word_287 word_98 word_153 word_174 word_217 word_181 word_259 word_53 word_21 word_259,0
word_280 word_6 word_185 word_49 word_165 word_158 word_17 word_4,0
word_35 word_115 word_233 word_224 word_55 word_295 word_212,0
word_147 word_31 word_146 word_19 word_251 word_233 word_226 word_293 word_81 word_127 word_230 word_55 word_169,0
word_69 word_88 word_99 word_50 word_156 word_180 word_18 word_38,0
word_114 word_8 word_161 word_242 word_62 word_22 word_186 word_214 word_134 word_227 word_201,0
word_76 word_241 word_287 word_96 word_84 word_85 word_235 word_239 word_249 word_246 word_258 word_229 word_261 word_255,1
word_219 word_37 word_264 word_106 word_190 word_117 word_92 word_178 word_279 word_273 word_2 word_9 word_126 word_3 word_190,0
word_162 word_10 word_279 word_58 word_139 word_5 word_239 word_229 word_51 word_17 word_51 word_178,1
word_157 word_161 word_280 word_293 word_289 word_253 word_283 word_140 word_19 word_11,0
word_269 word_104 word_258 word_61 word_190 word_52 word_106 word_45 word_163,0
word_44 word_267 word_54 word_273 word_73 word_78 word_161 word_56 word_25 word_269 word_116 word_146 word_71,0
word_23 word_269 word_20 word_111 word_98 word_92 word_264 word_262 word_52 word_167 word_297 word_108 word_37 word_244,1
word_130 word_3 word_175 word_280 word_245 word_183 word_214 word_29 word_203,1
word_143 word_217 word_213 word_240 word_170 word_127 word_188 word_288 word_108 word_256 word_293 word_272,0
word_29 word_196 word_194 word_185 word_87 word_147 word_164 word_134 word_107 word_94 word_18 word_192 word_61 word_109,1
word_13 word_20 word_88 word_30 word_204 word_282 word_58 word_157 word_292 word_144 word_87 word_290 word_12 word_3,1
word_52 word_173 word_19 word_256 word_230,0
word_294 word_291 word_227 word_75 word_290 word_49 word_150 word_58 word_224 word_106 word_266 word_74 word_41 word_106,0
word_61 word_232 word_225 word_297 word_282 word_138 word_287 word_65 word_124 word_192 word_184 word_267 word_152 word_130,1
word_248 word_277 word_156 word_245 word_128 word_223 word_131 word_226 word_253 word_33 word_2 word_198,1
word_231 word_166 word_206 word_245 word_142 word_247 word_258,0
word_29 word_149 word_14 word_285 word_54 word_79 word_292 word_153,0
word_216 word_119 word_179 word_46 word_24 word_76 word_236 word_153 word_128,0
word_71 word_275 word_180 word_120 word_105 word_133 word_263 word_125 word_278 word_25 word_177 word_224,1
word_113 word_20 word_271 word_268 word_172 word_28 word_177 word_156 word_130 word_242 word_169,1
word_3 word_285 word_251 word_90 word_287 word_54 word_275 word_271 word_22 word_84,1
word_38 word_16 word_119 word_281 word_91,0
word_141 word_222 word_256 word_1 word_56 word_173 word_252 word_112 word_218 word_209 word_89 word_255 word_54 word_196 word_208,0
word_178 word_197 word_114 word_88 word_270 word_87 word_8 word_10 word_190 word_31 word_126 word_216 word_110,1
word_48 word_179 word_261 word_35 word_191 word_212 word_93,0
word_142 word_39 word_79 word_74 word_175 word_36 word_62,1
word_137 word_143 word_293 word_181 word_170,0
word_53 word_23 word_146 word_222 word_231 word_109 word_293 word_161 word_134 word_191 word_148 word_88,0
word_145 word_280 word_250 word_223 word_216 word_151 word_118 word_59 word_156 word_90,0
word_31 word_22 word_53 word_103 word_251 word_50 word_295 word_294 word_215 word_13 word_65 word_213 word_287 word_284,0
word_32 word_129 word_108 word_14 word_40 word_252 word_202 word_121 word_240,1
word_182 word_247 word_270 word_192 word_73 word_119 word_4 word_43 word_226 word_266 word_169,1
word_297 word_244 word_242 word_59 word_104 word_89 word_30 word_155 word_62 word_83,0
word_199 word_93 word_246 word_132 word_143 word_226 word_275,1
word_156 word_220 word_247 word_81 word_15 word_255 word_169,0
word_203 word_48 word_238 word_236 word_146,0
word_207 word_270 word_294 word_28 word_94 word_159 word_125 word_58 word_229 word_103 word_103 word_121 word_258 word_168 word_41,0
word_157 word_77 word_260 word_70 word_64,1
word_257 word_217 word_227 word_214 word_108 word_173 word_255 word_87 word_29 word_13 word_155 word_185 word_181,1
word_236 word_28 word_172 word_290 word_235 word_283 word_177 word_83 word_128,0
word_218 word_89 word_231 word_79 word_263 word_80 word_257,1
word_268 word_167 word_122 word_82 word_128 word_208 word_76 word_25 word_63 word_73 word_265 word_239,0
word_11 word_22 word_148 word_16 word_4 word_23,0
word_180 word_88 word_282 word_296 word_126 word_80,0
word_263 word_66 word_114 word_246 word_64 word_207 word_147 word_25 word_92 word_166 word_58 word_23 word_282 word_217 word_239,1
word_131 word_48 word_275 word_260 word_28 word_10 word_34,0
word_220 word_35 word_35 word_191 word_35 word_9 word_205 word_53,1
word_162 word_287 word_226 word_170 word_157 word_61 word_122 word_31 word_128 word_107 word_136 word_292 word_171,0
word_195 word_181 word_253 word_190 word_9 word_234 word_95 word_149 word_231 word_29 word_235 word_205 word_191 word_172,1
word_149 word_146 word_51 word_97 word_94 word_154,0
word_132 word_257 word_144 word_45 word_66 word_15 word_191 word_3 word_8 word_276 word_276 word_115 word_250,0
word_64 word_143 word_134 word_88 word_181 word_79,1
word_172 word_115 word_109 word_38 word_150 word_192 word_190 word_221 word_47,0
word_48 word_162 word_91 word_180 word_246 word_21 word_291,1
word_133 word_257 word_202 word_216 word_285 word_176 word_76 word_89 word_201 word_246 word_180 word_34,1
word_24 word_264 word_142 word_204 word_32 word_236 word_36 word_160 word_107 word_101 word_270 word_24 word_162 word_100,1
word_3 word_58 word_110 word_26 word_44 word_189 word_21,0
word_76 word_283 word_219 word_202 word_118 word_102 word_164 word_98 word_217 word_159 word_143,0
word_148 word_269 word_177 word_232 word_255 word_28 word_169,0
word_250 word_203 word_139 word_54 word_184 word_12,1
word_98 word_241 word_44 word_126 word_256 word_245 word_281 word_4 word_132 word_90 word_51 word_26 word_265 word_69 word_104,0
word_288 word_156 word_11 word_7 word_277 word_63 word_158 word_266 word_23 word_148 word_251 word_58,1
word_92 word_227 word_220 word_239 word_158 word_77,1
word_22 word_156 word_271 word_69 word_114,1
word_298 word_27 word_50 word_223 word_132 word_288 word_212,0
word_195 word_60 word_170 word_180 word_24 word_6 word_39 word_277 word_114 word_21 word_1 word_134 word_285,0
word_41 word_133 word_154 word_229 word_172 word_242 word_57 word_76 word_47,0
word_69 word_118 word_39 word_9 word_202 word_87 word_28 word_23 word_194,1
word_122 word_9 word_130 word_55 word_47 word_202 word_92 word_227 word_245,1
word_170 word_92 word_241 word_52 word_41 word_187 word_190 word_64 word_136 word_189 word_206 word_3,0
word_33 word_243 word_242 word_179 word_221 word_228 word_240 word_57 word_20 word_224,0
word_278 word_136 word_94 word_208 word_25,0
word_278 word_78 word_175 word_108 word_181 word_153,1
word_110 word_291 word_236 word_35 word_133 word_70 word_6 word_6 word_153 word_127 word_157 word_170,1
word_178 word_136 word_255 word_124 word_240 word_193 word_197 word_196 word_294 word_108 word_223 word_5 word_163,0
word_279 word_129 word_215 word_298 word_214 word_141 word_29 word_73 word_98 word_181 word_189 word_217 word_3 word_70,0
word_39 word_190 word_135 word_212 word_233 word_259 word_200 word_59 word_264 word_204 word_144 word_116 word_47 word_52,1
word_78 word_47 word_225 word_288 word_264,1
word_179 word_79 word_208 word_216 word_271 word_164,1
word_292 word_1 word_234 word_78 word_113 word_269 word_191 word_67 word_109 word_205 word_285 word_147 word_122 word_259,0
word_252 word_9 word_58 word_169 word_128 word_65 word_83 word_25,0
word_183 word_149 word_57 word_298 word_67,0
word_167 word_212 word_44 word_290 word_73 word_289 word_119 word_161,1
word_95 word_175 word_140 word_14 word_271,0
word_186 word_62 word_203 word_39 word_228 word_199 word_280 word_280 word_48 word_152,1
word_193 word_115 word_71 word_116 word_72 word_181 word_120 word_217 word_100 word_80 word_51,0
word_239 word_95 word_48 word_93 word_241 word_81,1
word_119 word_193 word_188 word_267 word_54 word_197,0
word_109 word_140 word_182 word_230 word_71 word_221 word_194 word_99 word_68 word_89 word_242,0
word_213 word_58 word_228 word_260 word_45 word_87 word_178,1
word_161 word_142 word_75 word_99 word_233 word_118 word_223 word_214 word_144 word_185 word_9,0
word_50 word_185 word_156 word_223 word_66 word_218 word_121 word_28 word_63 word_175 word_117 word_101,0
word_243 word_190 word_48 word_286 word_289 word_51 word_52 word_100 word_232 word_158 word_260 word_240,0
word_96 word_281 word_48 word_15 word_37 word_139 word_259 word_210 word_79 word_179,1
word_114 word_216 word_107 word_209 word_48 word_51,1
word_165 word_191 word_259 word_7 word_173 word_107 word_87 word_95 word_130 word_75 word_114 word_242 word_240 word_178 word_271,1
word_56 word_231 word_230 word_109 word_50 word_90 word_237 word_268 word_208 word_171 word_169 word_193 word_172,1
word_8 word_25 word_141 word_134 word_14 word_168 word_237 word_20 word_95 word_121,1
word_126 word_222 word_91 word_155 word_98 word_165,1
word_225 word_105 word_15 word_54 word_141 word_254 word_80 word_95 word_228 word_225 word_175 word_32,0
word_233 word_183 word_71 word_27 word_25 word_225 word_15 word_103 word_31 word_133,1
word_96 word_133 word_31 word_107 word_154 word_276 word_218 word_98 word_210 word_76 word_119 word_144 word_19 word_284,0
word_22 word_60 word_284 word_5 word_252 word_186,0
word_89 word_164 word_202 word_143 word_295 word_183 word_296 word_148 word_58 word_22,0
word_132 word_100 word_195 word_290 word_296 word_197 word_97 word_232 word_241 word_102 word_189 word_88 word_88,0
word_185 word_52 word_44 word_46 word_174 word_211 word_35 word_292 word_32 word_95,0
word_295 word_137 word_266 word_225 word_176 word_18 word_156 word_211 word_229 word_159 word_268 word_268 word_25 word_97 word_153,1
word_296 word_192 word_168 word_231 word_86 word_199 word_257 word_267 word_131 word_260 word_16 word_140 word_192 word_197,0
word_143 word_247 word_39 word_162 word_13 word_76 word_243 word_156 word_209 word_61 word_244 word_123,0
word_140 word_117 word_280 word_234 word_95 word_79,1
word_250 word_190 word_5 word_144 word_235 word_86,1
word_156 word_33 word_64 word_183 word_246 word_287,1
word_190 word_208 word_48 word_11 word_213 word_292 word_45,0
word_299 word_72 word_172 word_239 word_140 word_245 word_292 word_238 word_21,0
word_134 word_58 word_17 word_50 word_103 word_164 word_45 word_32 word_275,0
word_190 word_268 word_113 word_72 word_159 word_53 word_86 word_234 word_5 word_94 word_267,0
word_45 word_163 word_82 word_287 word_260 word_153 word_124 word_260 word_209 word_233 word_271 word_278 word_243 word_286 word_278,0
word_198 word_157 word_175 word_184 word_248 word_219 word_60 word_79 word_96 word_220 word_131,1
word_20 word_216 word_3 word_134 word_197 word_111 word_15,1
word_105 word_267 word_105 word_237 word_184 word_55 word_295 word_283 word_151 word_80 word_157,1
word_256 word_184 word_126 word_132 word_55 word_69 word_79 word_138 word_89 word_152 word_7 word_259,1
word_118 word_258 word_247 word_71 word_15 word_7 word_142 word_297 word_39 word_204 word_43 word_137 word_61 word_260,0
word_251 word_256 word_10 word_259 word_67 word_214 word_52 word_152 word_178 word_9,1
word_240 word_263 word_293 word_260 word_59 word_105,0
word_47 word_153 word_272 word_175 word_110 word_99 word_176 word_10 word_142 word_31 word_86 word_117 word_125 word_7,1
word_261 word_158 word_57 word_91 word_65 word_190 word_275 word_55,1
word_107 word_141 word_15 word_50 word_13 word_131,0
word_240 word_70 word_193 word_41 word_288 word_200 word_138 word_160 word_298 word_17 word_185,0
word_161 word_244 word_266 word_271 word_32 word_276 word_205 word_295 word_28 word_251 word_183 word_281,1
word_99 word_49 word_188 word_48 word_120 word_37 word_90 word_202 word_125 word_192,0
word_163 word_278 word_82 word_276 word_170 word_215 word_188,0
word_223 word_87 word_146 word_142 word_132 word_254 word_18,1
word_180 word_9 word_5 word_22 word_270 word_207 word_178 word_273 word_195,1
word_96 word_143 word_124 word_283 word_97 word_33 word_159 word_40 word_254 word_24 word_7 word_55 word_64 word_182 word_262,1
word_113 word_155 word_107 word_58 word_226 word_236 word_140,0
word_31 word_167 word_2 word_35 word_273 word_46 word_294 word_16,1
word_197 word_260 word_65 word_199 word_225 word_227 word_204 word_83 word_147 word_68 word_251,1
word_57 word_176 word_158 word_245 word_129 word_262 word_44,0
word_60 word_99 word_231 word_106 word_31,1
word_131 word_105 word_287 word_156 word_297,1
word_151 word_242 word_32 word_225 word_226 word_23 word_17 word_139 word_83 word_176 word_244,1
word_295 word_169 word_77 word_199 word_234 word_107 word_161 word_141 word_278 word_201 word_11,0
word_263 word_111 word_164 word_126 word_259 word_173 word_247 word_269 word_60 word_185 word_51 word_288 word_195 word_187,1
word_64 word_296 word_78 word_127 word_197 word_22 word_151 word_169 word_224 word_189 word_174 word_282,1
word_237 word_260 word_152 word_140 word_195 word_15 word_160 word_74 word_219 word_172,1
word_185 word_169 word_157 word_148 word_298 word_14 word_156 word_210 word_215 word_284 word_130,0
word_198 word_3 word_102 word_149 word_104,1
word_265 word_108 word_266 word_13 word_177 word_70 word_148 word_200 word_169 word_288 word_237 word_86 word_210 word_194,0
word_138 word_75 word_112 word_189 word_261 word_184 word_77 word_249 word_295 word_204 word_248 word_47,0
word_107 word_183 word_47 word_198 word_34 word_228 word_235 word_94 word_206 word_257 word_191 word_226,1
word_229 word_277 word_70 word_241 word_279 word_222,1
word_260 word_265 word_163 word_183 word_277 word_63 word_138 word_273 word_257 word_202 word_146 word_270 word_198 word_170 word_169,0
word_266 word_90 word_243 word_162 word_140 word_236 word_254 word_188 word_121,0
word_93 word_109 word_129 word_218 word_165,0
word_110 word_289 word_200 word_147 word_16 word_75 word_223 word_72 word_148 word_9 word_45 word_22,1
word_12 word_21 word_167 word_248 word_65 word_2 word_146 word_173 word_256 word_274 word_114 word_299,0
word_176 word_157 word_63 word_96 word_121 word_243 word_39,0
word_1 word_164 word_53 word_37 word_207 word_72 word_67 word_269 word_19 word_227 word_20 word_37 word_77,1
word_267 word_15 word_31 word_60 word_56 word_247,0
word_147 word_272 word_30 word_264 word_197 word_45 word_87 word_68 word_299 word_39 word_10 word_220 word_91 word_30 word_67,0
word_250 word_104 word_251 word_144 word_250,0
word_233 word_252 word_252 word_192 word_31,0
word_288 word_2 word_182 word_112 word_30 word_109 word_13 word_63 word_30,1
word_155 word_55 word_120 word_178 word_111 word_108 word_28 word_200,1
word_273 word_181 word_127 word_182 word_262 word_247 word_113 word_135 word_130 word_198 word_201,1
word_245 word_110 word_258 word_297 word_269 word_124 word_73 word_144 word_97 word_233,1
word_20 word_234 word_131 word_233 word_283 word_166 word_103 word_256,1
word_178 word_294 word_170 word_107 word_33 word_293 word_199 word_55 word_69,1
word_82 word_40 word_261 word_169 word_29 word_146 word_231 word_199 word_227 word_220 word_63,0
word_120 word_218 word_100 word_234 word_297 word_115 word_290 word_109 word_235 word_66 word_62,0
word_272 word_147 word_126 word_162 word_81 word_49 word_283,0
word_206 word_83 word_175 word_47 word_143 word_76 word_95 word_54,1
word_12 word_167 word_124 word_141 word_273 word_213 word_121 word_54 word_162 word_170 word_62,1
word_85 word_70 word_265 word_252 word_274 word_31 word_81 word_16 word_158 word_248 word_199 word_292 word_143,0
word_92 word_36 word_199 word_26 word_227 word_280 word_169 word_276 word_45,0
word_42 word_218 word_155 word_77 word_249 word_22,0
word_86 word_214 word_127 word_177 word_94,0
word_224 word_100 word_195 word_232 word_252 word_284 word_246 word_57 word_201 word_55 word_177 word_140,1
word_258 word_0 word_76 word_83 word_253 word_142 word_165 word_168 word_192 word_232 word_101 word_52 word_164,1
word_40 word_231 word_69 word_127 word_44 word_102 word_102 word_183 word_23 word_143,0
word_55 word_102 word_58 word_60 word_50 word_129 word_112 word_281 word_240 word_169 word_201 word_117 word_276 word_192,0
word_217 word_179 word_128 word_198 word_206 word_108 word_135 word_264 word_122 word_282 word_69 word_107 word_298 word_286 word_38,0
word_150 word_111 word_66 word_240 word_152 word_126 word_21 word_60 word_116 word_189 word_88 word_104 word_299 word_31 word_226,1
word_17 word_7 word_296 word_237 word_64 word_159 word_126 word_87 word_139 word_244 word_182 word_40 word_42,1
word_240 word_23 word_271 word_273 word_157 word_267 word_81 word_111 word_45 word_222,0
word_38 word_245 word_218 word_78 word_38 word_120 word_174 word_79 word_248 word_22 word_199 word_265,1
word_96 word_257 word_283 word_84 word_140 word_21,1
word_281 word_200 word_69 word_84 word_249 word_37 word_283 word_116,1
word_7 word_106 word_82 word_24 word_63,1
word_28 word_55 word_88 word_246 word_105 word_202 word_200 word_233 word_15,1
word_203 word_176 word_255 word_244 word_0 word_56,0
word_34 word_164 word_116 word_77 word_86 word_144 word_126 word_274 word_272 word_22 word_78 word_226,0
word_191 word_298 word_36 word_1 word_232 word_212 word_193,0
word_265 word_79 word_76 word_107 word_247 word_261 word_196 word_14 word_233 word_205 word_86 word_287 word_158 word_73,0
word_263 word_136 word_184 word_212 word_215 word_72 word_128 word_22 word_71 word_54 word_195 word_201,0
word_82 word_21 word_242 word_105 word_171 word_130 word_151 word_259 word_286 word_245 word_48 word_100,1
word_115 word_173 word_32 word_134 word_48 word_235 word_271,1
word_0 word_55 word_180 word_158 word_231 word_204 word_119 word_136 word_133 word_294,1
word_80 word_127 word_221 word_217 word_248 word_236 word_252 word_142 word_65 word_129 word_217 word_273,0
word_137 word_119 word_49 word_34 word_138 word_96 word_30 word_26 word_217 word_76 word_63 word_206 word_153,1
word_2 word_282 word_95 word_165 word_59 word_50,0
word_196 word_247 word_143 word_261 word_200 word_254 word_277 word_235 word_95 word_253 word_297 word_57,0
word_289 word_119 word_21 word_106 word_73 word_249 word_85 word_56 word_290 word_35 word_86,0
word_143 word_82 word_162 word_298 word_223 word_203 word_190,0
word_131 word_102 word_140 word_290 word_190 word_298 word_225 word_263 word_56 word_31 word_290 word_162,1
word_286 word_191 word_257 word_225 word_121 word_125 word_1 word_118 word_91 word_163 word_41 word_214 word_29 word_13,1
word_202 word_252 word_52 word_56 word_291 word_26 word_231 word_153 word_7 word_68 word_41 word_244 word_65 word_272,0
word_49 word_169 word_152 word_11 word_204 word_117 word_244 word_249 word_34 word_27 word_9 word_41 word_87,0
word_296 word_105 word_56 word_23 word_87 word_247 word_131 word_223 word_160 word_94 word_205 word_257 word_139,0
word_57 word_128 word_258 word_277 word_124 word_233,1
word_5 word_87 word_242 word_14 word_150 word_144,1
word_84 word_149 word_99 word_99 word_256 word_164 word_109 word_206 word_243 word_84,0
word_200 word_67 word_161 word_149 word_141 word_225 word_286 word_69 word_177 word_242,1
word_35 word_238 word_103 word_224 word_57 word_126 word_171,1
word_27 word_52 word_63 word_146 word_78 word_232 word_194,1
word_117 word_215 word_73 word_171 word_273 word_216 word_168 word_153 word_172 word_71 word_108,1
word_246 word_194 word_114 word_290 word_273 word_269 word_52 word_141 word_88 word_16 word_209 word_208 word_82,0
word_25 word_12 word_242 word_287 word_278,1
word_262 word_181 word_218 word_1 word_34 word_258 word_224 word_215 word_128 word_274 word_172 word_196 word_98 word_138,1
word_260 word_154 word_192 word_209 word_18 word_171 word_100 word_149 word_52,1
word_79 word_172 word_186 word_151 word_128 word_234 word_226 word_258 word_173,1
word_286 word_163 word_256 word_211 word_74 word_296 word_167 word_163 word_69,1
word_158 word_58 word_27 word_47 word_52 word_291 word_258 word_178,0
word_36 word_143 word_217 word_146 word_11 word_106,0
word_241 word_262 word_137 word_152 word_231 word_167 word_64 word_203,1
word_13 word_271 word_117 word_21 word_273 word_129 word_23,0
word_158 word_96 word_93 word_135 word_260,1
word_64 word_245 word_112 word_97 word_232 word_252 word_236 word_95 word_24 word_98 word_58 word_296 word_67 word_265 word_33,0
word_145 word_186 word_124 word_151 word_227 word_152 word_296,1
word_6 word_224 word_209 word_211 word_113 word_131 word_128 word_158,0
word_196 word_131 word_292 word_69 word_292 word_299 word_9 word_200 word_194 word_18 word_79 word_254 word_183 word_163 word_186,0
word_28 word_125 word_114 word_284 word_165 word_204 word_137 word_229 word_207 word_59 word_92,0
word_18 word_240 word_266 word_4 word_148 word_88 word_217 word_246 word_72 word_220,1
word_232 word_149 word_2 word_17 word_287 word_72 word_200 word_165 word_204,1
word_203 word_156 word_258 word_292 word_238 word_109 word_144,0
word_166 word_152 word_154 word_62 word_297 word_295,0
word_246 word_75 word_196 word_34 word_33 word_104 word_295,0
word_279 word_147 word_60 word_239 word_27 word_157 word_141 word_225 word_111 word_123 word_209 word_124 word_230 word_43 word_37,0
word_63 word_82 word_19 word_17 word_296 word_150 word_220 word_83 word_152 word_251 word_148 word_91 word_281,0
word_75 word_220 word_137 word_201 word_24 word_264 word_228 word_222 word_7 word_259,0
word_265 word_128 word_92 word_0 word_82,1
word_153 word_236 word_238 word_247 word_113 word_55 word_141 word_174 word_109 word_261,1
word_5 word_233 word_90 word_239 word_12 word_31 word_178 word_131,0
